,CompanyName,Rating,TotalReviews,SalaryOffereByComapany,TotalInterviews,Benefits,PhotosOnSite
1385,ManipalCigna Health Insurance,3.7,786,3k,45,46,6
1386,Allied Digital Services,3.2,786,3.5k,68,35,30
1387,Celebal Technologies,3.0,786,4.8k,142,17,3
1388,Fidelity International,3.6,785,5.9k,62,85,--
1389,Reliance Smart,4.1,786,2.2k,37,26,14
1390,Forvia Hella,3.7,784,3.6k,51,81,1
1391,JioStar,3.5,783,4.8k,65,25,--
1392,Alivus Life Sciences,3.8,784,4.1k,42,45,--
1393,Quatrro Business Support Services,3.2,782,2.5k,62,86,--
1394,Skill Lync ,3.1,781,3.5k,92,28,4
1395,Protiviti,3.0,781,5.6k,73,23,9
1396,Transrail Lighting,4.0,780,2.7k,61,52,16
1397,VA Tech Wabag,3.8,780,3k,61,89,1
1398,Bunge India,3.9,780,3.3k,50,62,--
1399,Amadeus,3.7,780,7.6k,128,94,3
1400,ESL Steel,3.8,779,2.1k,38,90,--
1401,Bses Rajdhani Power,3.8,780,2.8k,60,66,--
1402,Creambell,3.9,779,2.1k,44,76,--
1403,Central Industrial Security Force,4.3,779,1.9k,24,77,5
1404,Eastman Auto and Power Limited,3.9,779,2.2k,111,36,8
1405,Aurigo Software Technologies,4.6,778,1.1k,36,136,14
1406,Neuland Laboratories,4.0,777,3k,56,73,--
1407,National Informatics Centre,3.9,776,4.3k,44,28,--
1408,Assystem,3.2,776,2.2k,51,3,--
1409,Times Internet,3.4,775,5.5k,74,72,11
1410,Exicom,4.0,774,3.1k,61,74,1
1411,Ameriprise Financial,3.7,774,5.3k,75,99,--
1412,Volkswagen Group Digital Solutions [India],3.9,773,5.1k,84,3,4
1413,BNP Paribas India Solutions,3.6,773,6.4k,82,113,3
1414,Sharda Motor Industries,3.7,772,2.9k,57,86,1
1415,Mott MacDonald ,3.9,772,2.8k,58,52,7
1416,Vaaman Engineers,3.7,773,2.3k,75,61,--
1417,Steel Authority Of India,4.1,771,2.2k,51,59,3
1418,Mindsprint,3.5,772,4.6k,71,109,5
1419,Wipro Infrastructure Engineering,3.7,770,4k,63,89,1
1420,Wipro Infrastructure Engineering,3.7,770,4k,63,89,1
1421,India Japan Lighting,4.1,769,2.7k,68,72,6
1422,TO THE NEW,3.6,769,6.1k,155,95,1
1423,Veradigm,3.7,769,3.5k,43,1,--
1424,CMS Computers Limited (INDIA),3.7,769,3.3k,42,58,1
1425,Sterling Tools,4.5,769,1.2k,233,33,12
1426,McDermott International,4.1,768,3.6k,65,75,1
1427,HSBC Software Development,4.0,768,7.9k,29,2,--
1428,UnitedLex,2.6,768,3.7k,73,61,7
1429,Greenply,3.8,767,2.5k,57,53,--
1430,Google Operations Center,3.5,763,4.3k,103,48,7
1431,Finolex Cables,3.7,764,2.6k,45,48,--
1432,Livguard,3.9,762,2.4k,45,16,1
1433,Samsung E&A ,4.0,762,2.4k,72,113,4
1434,Integreon,3.2,761,4k,57,86,--
1435,Stellantis,3.4,760,5.3k,67,23,--
1436,Better.com,3.0,760,3.8k,56,122,--
1437,Religare,3.6,760,2.5k,36,32,1
1438,JSW Energy,4.1,760,3.9k,61,42,8
1439,Smollan Group,3.9,759,1.9k,51,43,5
1440,Brane Enterprises,2.1,759,3.6k,150,20,10
1441,Eugia Pharma Specialities,4.0,759,2.9k,49,38,3
1442,BCD Travel,4.3,759,1.8k,152,40,12
1443,LifeCell International,3.3,759,2.9k,52,70,--
1444,Bitwise Solutions,3.5,758,4.4k,57,120,--
1445,India Cements,3.8,758,2.8k,53,64,1
1446,Rackspace,3.7,758,4.6k,85,59,2
1447,RITES,3.9,757,2.6k,41,63,1
1448,Trianz,3.7,758,4.8k,61,61,2
1449,Hapag-Lloyd,3.8,757,3.2k,30,74,--
1450,LG Soft India,2.6,756,4.7k,115,72,1
1451,R.V.R. PROJECTS,3.8,755,1.9k,71,34,1
1452,Electrosteel Casting,3.6,756,2.9k,57,41,2
1453,Primus Global Technologies,3.7,755,3.2k,26,61,--
1454,Dunzo,3.5,754,3.1k,71,26,5
1455,Boeing,3.8,754,7.1k,103,66,4
1456,EMERSON PROCESS MANAGEMENT,4.0,753,4.6k,66,77,4
1457,Care Hospital,4.1,752,2.2k,36,67,11
1458,Isuzu Motors,4.2,751,3k,56,89,--
1459,CADD Centre Training Services,3.9,752,2k,38,91,--
1460,1 India Family Mart,4.6,751,1.5k,39,42,2
1461,Deepak Nitrite,3.8,751,3.2k,52,72,--
1462,Mswipe Technologies,3.2,748,2.4k,36,57,3
1463,B. G. Shirke Construction Technology,4.1,749,2.7k,44,90,1
1464,ASG Eye Hospital,3.5,748,1.8k,62,40,--
1465,Redcliffe Labs,4.0,746,1.9k,72,60,29
1466,V-Trans,3.8,746,2k,34,55,2
1467,Sun Life Financial,3.8,746,4.2k,55,114,10
1468,Galfar,3.8,745,1.9k,32,83,--
1469,KreditBee,3.6,744,3.5k,68,41,1
1470,bp,3.7,744,4.8k,96,33,8
1471,Genus Power Infrastructures,3.9,744,3k,71,53,14
1472,BDO India LLP,3.1,745,3.9k,94,43,8
1473,Delta Electronics,3.8,743,3.7k,69,45,10
1474,ReSource Pro,3.7,745,4k,139,53,2
1475,SLK Global Services,4.0,743,2.5k,35,95,--
1476,AI Airport Services,3.2,743,1.7k,49,6,--
1477,Sterlite Power,4.1,743,3.3k,40,71,--
1478,Mitsubishi Electric India,4.2,742,3k,48,60,5
1479,The Akshaya Patra Foundation,4.4,743,2k,62,65,48
1480,Ag Industries,4.0,741,2.8k,59,59,5
1481,Koch Business Solutions,3.1,743,5.2k,71,50,--
1482,OLX India,3.8,740,3.3k,69,113,9
1483,McKinsey & Company,3.8,740,8.8k,252,68,--
1484,Turtlemint,3.7,740,2.6k,60,32,--
1485,Home First Finance Company India,3.5,739,2.7k,67,30,--
1486,Evision Technoserve,4.8,739,213,324,24,--
1487,GirnarSoft,3.6,737,3.3k,35,99,2
1488,Wow Momo Foods,4.1,738,2k,108,31,--
1489,Shalby Hospitals,4.2,737,2.1k,113,56,1
1490,Nvidia,3.5,736,5.6k,134,70,20
1491,Indusind Marketing & Financial Services,3.7,735,1.6k,33,61,--
1492,Tredence,3.3,735,7.1k,154,48,9
1493,Tavant Technologies,3.8,732,6.4k,81,92,11
1494,Razorpay,3.4,732,6.9k,178,45,7
1495,Adidas,3.9,731,4.1k,84,62,1
1496,Molex,3.9,731,4k,71,65,--
1497,Kissht Finance,3.9,731,2.1k,97,56,--
1498,Expleo Solutions,3.5,731,4.9k,75,27,5
1499,TDK India Private Limited,3.9,731,2.3k,47,62,24
1500,TDK India Private Limited,3.9,731,2.3k,47,62,24
1501,Bristlecone,3.6,730,6.2k,74,57,1
1502,URC Construction,3.6,729,2.6k,75,34,5
1503,DuPont,4.2,726,3k,45,96,1
1504,Rentokil Pest Control,3.5,727,2k,44,75,--
1505,Vertex Customer Solutions,3.5,725,1.1k,16,87,1
1506,Lavender Technology,4.9,724,19,4,53,3
1507,Thriveni Earthmovers,3.9,724,2.6k,65,90,2
1508,Bahwan CyberTek,3.3,724,5k,53,27,23
1509,Cotiviti,3.5,723,4.8k,90,57,9
1510,Visteon,3.1,721,4.7k,63,49,--
1511,NecLife,3.5,721,2.3k,62,55,2
1512,Medreich,3.9,721,3k,63,70,10
1513,Central Bank of India,3.9,720,1.6k,46,38,1
1514, BSH Home Appliances Group,3.8,720,2.6k,39,6,--
1515,Infor Global Solution,3.9,721,6.9k,85,68,9
1516,Biba Apparels,3.5,721,2.2k,51,68,3
1517,Jubilant Ingrevia,3.8,721,3k,55,27,--
1518,Gartner,3.8,719,6.8k,101,26,13
1519,BDO RISE Private Limited,3.6,719,3.3k,95,23,5
1520,Goodyear,3.4,717,2.7k,75,51,14
1521,Amrit Cement,3.9,718,1.5k,85,33,3
1522,Apple,4.3,717,5.7k,175,55,8
1523,PrimEra Medical Technologies,3.5,716,4k,73,43,3
1524,ffreedom app,3.4,716,1.5k,64,1,12
1525,Diebold Nixdorf,3.6,716,3.6k,56,88,11
1526,Ramky Infrastructure,4.2,716,2k,54,68,2
1527,Vindhya Telelinks,4.0,714,2.1k,50,39,--
1528,Lovely Professional University,3.3,714,2.1k,66,53,--
1529,uFaber,2.3,713,1.4k,54,57,3
1530,Dodla Dairy,4.2,714,2k,46,60,3
1531,Wolters Kluwer,3.8,713,5.3k,96,55,1
1532,Raychem RPG,3.7,714,2.5k,34,95,7
1533,Ness Digital Engineering,3.3,712,5.7k,73,11,2
1534,CtrlS,3.6,712,3.3k,59,92,5
1535,Progressive Infovision,3.9,711,1.1k,61,76,--
1536,Patel Engineering,4.1,711,2.3k,47,55,5
1537,Asb International,3.7,711,2.8k,38,55,--
1538,TTK Prestige,3.8,710,2.5k,52,53,1
1539,Joyalukkas,4.6,709,1k,191,193,2
1540,Mynd Solutions Private,3.7,709,3.2k,36,43,3
1541,Joyalukkas,4.6,709,1k,191,193,2
1542,Technotask Business Solutions,3.4,709,2.1k,64,12,8
1543,XcelServ Solutions,4.4,708,415,12,11,--
1544,TransUnion,3.6,708,6.5k,105,60,13
1545,Radico Khaitan,4.0,708,2.1k,69,40,31
1546,Moglix,3.3,709,3.7k,70,53,6
1547,IHG,3.6,707,2.7k,40,91,--
1548,Bharat Serums and Vaccines,3.9,707,2.3k,31,64,1
1549,Magic Bus India Foundation,3.9,707,1.8k,50,54,--
1550,Nomura Holdings,3.6,706,7.2k,83,89,34
1551,Wuerth ,3.5,706,2.4k,46,77,--
1552,HRH Next Services,3.0,706,2k,56,54,--
1553,Nephroplus,3.8,704,3.1k,53,43,2
1554,Bisk Farm,4.0,704,1.4k,31,49,1
1555,Kaar Tech,4.3,703,2.2k,235,13,7
1556,Elite Elevators,4.2,703,1k,53,73,8
1557,PPG Asian Paints,3.8,702,2.9k,45,66,3
1558,Lohia Corp,4.0,702,2.5k,83,44,31
1559,TCNS Clothing Company,4.1,701,1.5k,27,62,--
1560,Emami Agrotech,3.8,700,2.6k,46,56,--
1561,Transsion,3.9,701,2.6k,40,70,4
1562,Capco Technologies,3.8,700,5.3k,99,52,19
1563,Keventer,3.7,700,2.2k,35,59,--
1564,SG Analytics,2.5,701,3.8k,84,52,1
1565,Flash Electronics,3.5,700,2.5k,36,60,--
1566,Samunnati,4.5,698,945,84,287,6
1567,LEAP India Limited,4.6,699,1.3k,32,33,14
1568,Csc E Governance Services,3.8,699,1.8k,47,44,3
1569,Revolut,2.5,701,3.5k,126,14,--
1570,North East Small Finance Bank,3.5,698,1.8k,29,44,8
1571,Autoliv,3.9,698,2.9k,43,56,--
1572,Blue Yonder,3.5,698,7.6k,73,73,8
1573,Bridgestone - Global Capability Center,4.0,698,2.9k,50,62,--
1574,Quislex Legal Services,4.1,697,1.8k,39,56,1
1575,Micro Turners,3.8,697,2.2k,35,51,--
1576,Leverage Edu,4.0,696,1.8k,69,11,--
1577,VRL Logistics,3.8,696,1.7k,27,39,2
1578,Sykes Business Services Of India,3.4,696,2.5k,53,205,33
1579,HSBC Bank,4.0,695,3k,45,21,--
1580,ChannelPlay,3.8,695,2k,32,96,--
1581,Caparo Engineering India,3.9,695,2.5k,35,63,2
1582,YOKOGAWA,3.8,695,3.8k,61,79,--
1583,Titan Eye Plus,4.1,696,1.5k,41,58,2
1584,HSBC Bank,4.0,695,3k,45,21,--
1585,Rane NSK Steering Systems,4.0,694,2.1k,42,66,1
1586,Magic EdTech,3.5,694,3.7k,94,31,44
1587,NSB Bpo Solutions,2.8,694,1.7k,36,37,1
1588,Tejas Networks,3.8,694,4.2k,92,28,1
1589,Medtronic,3.9,693,4.7k,82,64,--
1590,Mahindra Integrated Business Solutions,3.4,694,2.7k,46,24,10
1591,Triveni Engineering & Industries,4.1,693,2.6k,51,60,2
1592,Orient Technologies,3.7,692,3k,49,45,2
1593,Surya Roshni,4.1,691,2.3k,23,50,3
1594,TVS Electronics,3.7,691,2.4k,33,68,--
1595,Teamlease Digital,3.3,691,3.4k,39,49,--
1596,Cohesity,3.9,691,5.2k,87,83,--
1597,Testbook.com,3.3,691,4.5k,111,22,10
1598,Orient Cement,4.4,690,2.4k,48,81,--
1599,Doosan Power Systems,4.3,690,2.5k,44,83,29
1600,R.S. Infraprojects,4.0,690,1.7k,41,63,1
1601,MPS Limited,3.5,689,3k,39,44,28
1602,Lionbridge Technologies,3.5,689,3.8k,52,62,5
1603,Bayer Crop Science Vegetable Seeds,4.2,688,1k,38,4,--
1604,Kurlon,4.3,688,2.1k,37,88,--
1605,Wissen Infotech,3.5,688,5k,64,59,9
1606,Welspun World,3.7,688,2.6k,60,85,1
1607,Neeyamo Enterprise Solutions,3.5,689,4.1k,71,69,--
1608,HCL Healthcare,4.6,688,1k,178,25,62
1609,Livpure,3.8,687,2.3k,41,51,3
1610,CJ Darcl Logistics Limited,4.0,687,2k,44,47,425
1611,Wissen Technology,3.8,687,5.5k,213,88,34
1612,Vasudha Pharma Chem,4.0,687,2.3k,38,64,--
1613,Solv,3.4,686,1.8k,46,18,1
1614,Embibe,3.4,685,2.6k,61,85,39
1615,Corteva Agriscience,4.3,687,2.7k,41,59,1
1616,PCBL Chemical Limited,3.9,685,2.7k,74,52,1
1617,Toppr,3.4,682,3k,66,94,12
1618,Office Beacon,4.5,682,891,68,15,--
1619,BrightCHAMPS,4.3,683,1.2k,102,48,4
1620,Dhanuka Agritech,3.7,683,1.9k,50,60,2
1621,EPL Limited,3.8,681,1.8k,30,70,7
1622,Redington,4.0,681,3.1k,37,71,--
1623,CSC,3.6,682,4.7k,68,4,22
1624,Narayana e-Techno School,3.6,681,2.1k,56,29,--
1625,Grihum Housing Finance,3.7,680,2.2k,33,12,3
1626,SMC Global Securities,3.5,680,2.7k,60,29,1
1627,Housing.com,3.5,679,3k,81,71,40
1628,JoulestoWatts Business Solutions,3.4,679,3.4k,80,16,--
1629,Saint Gobain Glass,3.9,679,2.1k,31,2,--
1630,Impetus Technologies,3.2,680,6.5k,116,58,245
1631,ANAROCK Property Consultants,3.5,680,3.2k,66,36,10
1632, Quess IT Staffing Solutions ,3.2,678,1.5k,45,9,--
1633,Osource Global,3.5,677,2.8k,27,4,--
1634,InternEzy,4.9,676,5,126,97,--
1635,Krsnaa Diagnostics,3.5,675,1.7k,52,33,9
1636,Ingram Micro,3.6,675,3.4k,33,67,--
1637,My Home Industries,4.1,674,2.3k,44,62,2
1638,Snapdeal,3.5,673,2.8k,78,121,12
1639,DAV Public School,3.9,673,1.2k,37,87,2
1640,Snapdeal,3.5,673,2.8k,78,121,12
1641,Indorama,3.9,672,2.3k,43,41,2
1642,Licious,3.5,671,3.1k,78,86,1
1643,Government of India,4.2,671,3.9k,69,84,2
1644,TCI Express,3.9,671,1.9k,47,57,--
1645,Nihilent,3.2,672,4.9k,65,52,25
1646,Sintex BAPL,3.6,670,2.4k,43,71,--
1647,Surin Automotive,3.8,670,2k,60,29,16
1648,NextComm Corporation,4.8,669,39,6,31,3
1649,Quality Austria Central Asia,3.5,668,1.9k,31,54,--
1650,DeHaat,3.5,669,2.1k,70,22,3
1651,Belstar Microfinance ,3.9,670,1.6k,43,19,4
1652,Careon Healthcare Solutions,3.9,668,3.1k,10,3,--
1653,Sigma Engineered Solutions,3.9,667,2.6k,31,16,1
1654,Carrier,3.7,667,4.8k,55,44,5
1655,Centaur Pharmaceuticals,3.5,667,2.9k,38,46,--
1656,TDS Lithium-Ion Battery,4.2,667,2.3k,95,33,--
1657,Omaxe,4.2,666,2.2k,40,53,--
1658,Future Supply Chain Solutions,4.4,666,2.1k,22,91,1
1659,Corporate Infotech,3.7,665,2.4k,89,21,1
1660,Tata Power Delhi Distribution,3.8,665,2.9k,37,67,2
1661,PeopleStrong,3.3,665,3.3k,55,47,--
1662,BankBazaar,3.2,664,3k,62,64,6
1663,Kutumbh Care,4.0,662,1.6k,33,56,2
1664,Marlabs,3.5,662,5k,43,51,--
1665,Epicenter Technologies,3.4,662,2.2k,45,77,--
1666,Suroj Buildcon,4.0,661,1.7k,40,61,7
1667,MAQ Software,3.0,662,4.1k,175,28,5
1668,Finova Capital,3.8,662,1.6k,30,26,9
1669,Inspirisys Solution,3.7,661,3.8k,64,28,3
1670,Healthians,4.0,660,2k,146,24,10
1671,NiCE,3.6,662,4.7k,103,65,61
1672,L&T Power ,4.0,660,3.3k,37,100,--
1673,Collegedunia,3.3,660,3.3k,141,39,--
1674,Anudip Foundation,4.1,659,1.3k,213,41,--
1675,Celebi Aviation Holding,4.0,660,1.2k,37,3,--
1676,Yatra,3.3,659,3.1k,39,60,5
1677,Qatar Airways,3.4,659,2.1k,72,63,--
1678,Chaitanya India Fin Credit,4.1,658,1.6k,38,28,5
1679,National Stock Exchange of India,3.5,659,4.6k,56,38,--
1680,Chaitanya India Fin Credit,4.1,658,1.6k,38,28,5
1681,Hetero Healthcare,3.5,656,2.3k,37,48,--
1682,RealPage,3.6,656,4.2k,80,57,1
1683,Cogoport,3.2,656,1.9k,58,6,--
1684,Welspun Corp,4.0,656,2.7k,50,53,--
1685,Pennar Industries,3.5,655,3.1k,38,64,--
1686,SOLAR INDUSTRIES INDIA,3.7,655,3.2k,77,47,8
1687,TIAA Global Business Services,3.7,655,5k,52,122,--
1688,FCC Clutch,3.9,655,2.3k,46,38,5
1689,Vikram Solar,3.6,655,2.4k,41,54,2
1690,3M,3.9,654,3.3k,42,64,--
1691,Gainwell Commosales,4.0,654,2.4k,46,54,1
1692,Ramboll,4.0,654,3.3k,47,68,22
1693,Fiat India Automobiles,3.5,653,2.3k,47,58,--
1694,Kaizen IT Services,3.8,653,1.3k,38,22,17
1695,Forbes Marshall,3.9,652,2.8k,47,55,14
1696,Alshaya Group,3.7,652,2.3k,50,84,9
1697,Me n Moms,4.1,651,1.1k,153,41,13
1698,Monte Carlo,4.2,651,2.5k,37,47,4
1699,ICA Edu Skills,3.8,652,1.4k,42,57,2
1700,AML RightSource,2.5,651,3.8k,66,16,3
1701,Airports Authority of India,4.3,650,1.8k,56,72,6
1702,Danfoss Industries,3.8,649,3.5k,45,68,--
1703,Talentpro,3.8,649,2.4k,34,50,--
1704,Myk Laticrete,3.8,651,2.3k,29,35,1
1705,Kiya.ai,4.0,648,4.3k,51,28,--
1706,Avaada Group,4.3,648,2.4k,67,44,7
1707,Uno Mindarika,4.0,648,2k,52,58,--
1708,Geojit Financial Services,3.4,648,2.2k,55,48,--
1709,South Indian Bank,3.3,648,3.2k,49,37,2
1710,Blackrock,3.5,647,7.8k,120,66,--
1711,Philips Innovation Campus,3.7,647,4.6k,58,47,--
1712,GKN,3.9,648,2.4k,42,83,--
1713,TVS Eurogrip,3.6,647,2.1k,34,38,--
1714,Motilal Oswal Wealth Management,4.4,647,449,43,20,--
1715,Ferrero,3.9,646,2.1k,31,69,--
1716,ACKO,3.3,646,3.2k,66,29,13
1717,Ebixcash Global Services,3.2,646,2.2k,59,11,12
1718,The Lalit,3.3,646,1.6k,26,81,1
1719,NoBrokerHood,2.7,646,2.1k,68,212,2
1720,Videocon d2h,3.8,645,1.2k,31,105,--
1721,Sir H. N. Reliance Foundation Hospital and Research,4.3,645,1.2k,170,19,22
1722,B.L. Kashyap & Sons,3.7,644,1.7k,70,54,5
1723,Avalon Technologies,3.8,644,3.4k,43,44,1
1724,Sandvik Asia,4.1,643,1.6k,33,93,11
1725,NRB Bearings,4.0,643,2.1k,53,64,1
1726,Varthana,4.0,643,1.4k,47,61,20
1727,Global Healthcare Billing Partners,3.3,643,3.8k,47,16,6
1728,UKB Electronics Limited,3.5,643,2.3k,55,98,14
1729,Varun Motors,3.7,643,2.2k,25,56,4
1730,ExportersIndia,4.9,642,130,32,11,72
1731,Khazana Jewellery,3.9,641,1.8k,66,57,12
1732,Sapphire Foods India,3.8,642,2.1k,38,55,2
1733,NetConnectGlobal,3.1,640,2.7k,33,31,9
1734,InsuranceDekho,3.5,641,2.3k,81,10,3
1735,Electrotherm,4.2,641,2.9k,41,59,--
1736,Maharashtra Seamless,3.5,640,2.3k,63,43,1
1737,Emids Technologies Limited,3.6,639,5.1k,49,70,1
1738,Mount Litera Zee School,3.7,639,1.5k,41,69,1
1739,Data Entry,4.2,639,1.9k,136,54,--
1740,Maharashtra Seamless,3.5,640,2.3k,63,43,1
1741,Vyapar,3.6,639,2.4k,81,40,5
1742,Tecnimont,3.8,638,2.8k,43,64,2
1743,Suraksha Diagnostic,3.7,638,1.6k,52,44,1
1744,Schwing Stetter,3.8,637,2.7k,48,54,--
1745,Central Reserve Police Force,4.6,637,1.3k,10,46,--
1746,Continental,3.7,637,3.7k,58,51,--
1747,Serum Institute of India,4.2,637,3.4k,45,61,1
1748,Reliance Jewels,3.9,637,1.3k,38,51,13
1749,Sasken,3.6,637,4.4k,93,53,63
1750,IDBI Intech Limited,3.2,636,3.1k,57,48,4
1751,Kirloskar Ferrous Industries,3.6,635,2.2k,35,34,--
1752,Hamilton Housewares,3.8,635,2.8k,42,36,3
1753,Turbo Energy,4.1,635,2k,25,78,1
1754,Action Tesa,3.9,634,1.5k,113,16,--
1755,Cashify,3.9,634,2.7k,53,37,7
1756,Infinity Learn,4.2,632,2.2k,103,6,4
1757,Suma Soft,3.5,632,3.2k,52,44,4
1758,Sapiens,3.1,631,5.5k,67,66,--
1759,Trigent Software,3.3,631,4k,81,38,2
1760,Sapiens,3.1,631,5.5k,67,66,--
1761,HDFC Asset Management Company,4.1,630,2.5k,48,30,--
1762,Sl Lumax,3.4,630,2.3k,30,88,--
1763,Shriram Automall,4.0,630,1.4k,55,117,--
1764,Pyramid IT Consulting,3.1,629,2.9k,28,46,--
1765,HashedIn by Deloitte,3.8,628,6.2k,148,52,6
1766,Nucleus Software Exports,3.2,628,4.3k,48,76,2
1767,Finastra,3.7,628,4.6k,63,74,14
1768,Sterling Oil Exploration & Energy Production,3.6,628,1.4k,73,36,3
1769,Medcode,3.8,627,507,14,1,--
1770,Kajaria Ceramics,3.8,627,2.1k,32,52,--
1771,Sudarshan Chemical Industries,3.9,627,2.8k,35,48,4
1772,Crowne Plaza,4.1,627,1.3k,23,111,6
1773,Einfochips,3.5,627,3.9k,78,53,--
1774,IRB Infrastructure,3.9,627,1.4k,30,60,1
1775,Godrej Industries,4.0,627,2.9k,60,67,--
1776,Eli Lilly and Company,3.3,627,5k,82,69,--
1777,Jubilant Agri and Consumer Products,3.9,626,2k,38,32,--
1778,Royaloak Incorporation,3.6,627,1.6k,43,15,3
1779,Finolex Industries,3.7,626,2.4k,49,24,--
1780,Aster Dm Healthcare,3.7,626,3.1k,60,35,2
1781,Varindera Constructions,4.4,628,1.4k,51,30,12
1782,Nspira Management Services,3.7,625,2.6k,39,26,1
1783,Dr. Batras' Positive Health Clinic,3.7,625,1.1k,23,38,22
1784,Adani Cement,3.4,627,2.4k,62,9,5
1785,CSM Technologies,3.9,624,2.2k,35,23,20
1786,Renovision Automation Services,3.3,624,1.8k,27,41,--
1787,Cyfuture,2.9,624,2.8k,108,78,25
1788,Okaya Power,3.7,624,2.2k,43,50,--
1789,Mrs Bector's Food Specialities,3.8,623,2k,33,34,20
1790,Karvy Stock Broking,3.6,623,1.5k,9,70,--
1791,Shivam Autotech,3.5,623,2.3k,37,47,--
1792,The Saraswat Co-operative Bank,3.2,622,3.1k,29,27,--
1793,Sintex Industries,3.9,622,2k,25,57,--
1794,Fiem Industries,3.7,622,2.7k,29,55,--
1795,EaseMyTrip.com,4.0,621,1.4k,70,217,5
1796,Mavenir Systems,3.3,621,3.6k,63,47,7
1797,Rocket India,4.0,620,3.8k,119,33,--
1798,Zaalima Development,4.3,625,18,212,15,--
1799,Super Smelters,3.7,620,2.1k,42,44,--
1800,Rocket India,4.0,620,3.8k,119,33,--
1801,Zaalima Development,4.3,625,18,212,15,--
1802,Family Health Plan,3.7,620,2.1k,45,35,--
1803,ThoughtWorks,3.9,619,7.2k,177,50,15
1804,IKEA,4.0,618,2.3k,52,58,1
1805,Toyoda Gosei Minda,4.2,618,1.9k,34,53,2
1806,C5i,4.3,618,3k,55,33,15
1807,AgroStar,4.0,618,1.6k,63,68,1
1808,Heidelberg Cement,4.0,618,2k,37,43,1
1809,BT E Serv,3.9,618,2.7k,55,134,--
1810,Hpl Electric & Power,3.7,619,2.3k,69,27,--
1811,Ongc Petro Additions,4.0,617,3.3k,35,78,--
1812,ITC Limited Foods Division,3.9,616,2k,78,69,--
1813,Gestamp,3.7,616,2.2k,24,65,2
1814,Netmeds.com,3.9,616,2.3k,50,31,11
1815,DHL Global Forwarding,3.8,616,3k,39,77,1
1816,Anmol Industries,3.9,615,1.8k,67,51,21
1817,Jayaswal Neco Industries Limited,4.1,616,2.1k,37,48,4
1818,Hitachi Systems Micro Clinic,4.0,614,2.7k,32,72,--
1819,CSG International,3.5,614,4.3k,61,47,8
1820,CSG International,3.5,614,4.3k,61,47,8
1821,Bharat Biotech International,3.1,613,2.3k,67,38,1
1822,HLL Lifecare,3.7,613,1.8k,49,47,3
1823,Pinnacle,3.4,613,3k,63,57,19
1824,Ofbusiness ,2.9,612,2.7k,51,22,7
1825,VDA Infosolutions,3.8,612,1.9k,55,26,12
1826,Grab A Grub Services,4.0,611,1.9k,38,31,4
1827,APL Apollo Tubes ,4.1,612,2k,55,22,--
1828,Jain Irrigation Systems,3.7,611,1.9k,32,51,1
1829,Lulu International Shopping Mall,3.7,610,2.7k,45,22,1
1830,FNP,3.7,610,2.5k,74,27,43
1831,Royal Caribbean International,4.1,610,709,34,65,2
1832,Holiday Inn,3.9,609,1.4k,18,74,--
1833,BAXY Limited,4.0,608,2.1k,35,54,--
1834,EdgeVerve Systems,3.2,609,4.4k,70,71,--
1835,Jaipur Rugs,4.2,608,858,73,30,25
1836,Carnival Cruise Lines,4.1,608,675,25,77,4
1837,Laxmi Organic Industries,3.6,607,2.2k,48,51,3
1838, United Colors of Benetton,4.4,608,1.4k,24,68,8
1839,Blackberrys,3.7,607,1.8k,34,50,11
1840,Perficient,3.7,607,4.6k,49,31,4
1841,MothersonSumi INfotech & Designs,3.4,607,3.6k,39,58,1
1842,Pathkind Diagnostics Private Limited,3.9,606,1.9k,56,50,1
1843,Accion Labs,3.5,606,5k,85,45,11
1844,DealShare,3.6,606,2.6k,42,35,4
1845,Expleo Group,3.5,606,5.9k,49,23,6
1846,Vedang Cellular Services,3.8,604,1.8k,30,36,4
1847,Aurionpro Solutions,3.4,604,3.7k,39,35,1
1848,Hettich,3.6,605,2.5k,44,41,1
1849,SIS Prosegur Holdings,3.5,603,1.5k,21,46,6
1850,Iron Mountain Inc,3.7,603,3.2k,35,51,--
1851,Allianz Services,4.0,603,2.5k,33,51,38
1852,Dhani Services,3.6,603,1.2k,22,6,--
1853,Polaris Consulting,4.2,602,2.7k,33,87,--
1854,Orra Fine Jewellery,3.5,603,1.8k,53,31,24
1855,Maxicus,3.9,601,768,135,77,5
1856,Infotact Solutions,4.4,605,55,138,26,4
1857,Inspira Enterprise India Limited,3.6,600,3.6k,51,39,11
1858,Kauvery Hospital,3.9,601,2.3k,38,21,10
1859,Dr. Reddy's Foundation,3.7,599,1.8k,58,79,--
1860,IDP Education Limited,3.6,598,2.5k,70,51,--
1861,Apitoria Pharma,4.2,598,947,40,18,--
1862,NLC India Limited,4.4,599,1.3k,31,24,18
1863,Colt Technology Services,4.2,598,3.3k,25,82,4
1864,Medley Pharmaceuticals,3.8,598,1.8k,39,41,--
1865,IKF Finance,4.0,597,1.4k,32,28,5
1866,Vadilal Industries,4.2,596,1.8k,38,65,--
1867,Excitel Broadband,3.7,596,2k,59,29,1
1868,Bridge & Roof Co,3.4,596,2.5k,27,102,--
1869,Ascent HR Technologies Private Limited,3.6,596,1.8k,47,22,4
1870,Ambit Finvest,4.0,596,2k,30,20,3
1871,HUDL,3.2,596,2k,64,31,1
